citing	cited	new_type	confidence	rationale
1706.04991	1506.06747	contrasts	high	The citing paper explicitly states that [TARGET] criticized another paper's updated determination and defended the original estimate, indicating a dispute over the correct value.
1706.05521	0904.3410	uses	high	The citing paper mentions the cited paper's suggestion about the Lambda(1405) interference but does not dispute it; it uses it as background and then ignores it.
1707.02282	1609.02820	contrasts	high	The citing paper states that the conclusion of very fast thermalisation is being questioned by the cited paper.
1707.03598	1509.02445	uses	high	The citing paper references Maeda's model as a prior approach, not as a disputed claim.
1706.05326	1602.06176	compares	high	The citing paper notes differences in assumptions and treatment of magnetization and magnetic field in energy-momentum conservation, but does not assert the cited paper's claims are wrong.
1706.05326	1103.4239	compares	high	The citing paper mentions the cited paper's finding of small impact on flow harmonics, but does not dispute it; it contrasts with their own approach.
1706.07700	1212.3398	uses	high	The citing paper notes the cited formalism excludes deeply-bound dimers, but this is a limitation, not a dispute of the cited paper's claims.
1706.07700	1408.5933	uses	high	The citing paper notes the cited formalism excludes deeply-bound dimers, but this is a limitation, not a dispute of the cited paper's claims.
1706.06260	hep-ph/0105268	compares	medium	The citing paper contrasts its multiplicity expression with the cited paper's k_t-factorization formula, but does not claim the cited paper is wrong.
1706.06260	1312.6770	contrasts	high	The citing paper explicitly challenges the cited paper's interpretation of Fourier harmonic independence as collective final-state response, asserting it is an initial-state effect.
1707.04140	1408.6281	contrasts	high	The citing paper states a stark contrast between the common assumption of nn/pp pairing and BCS predictions from realistic forces, directly attributing the conflicting prediction to [TARGET].
1706.02244	1311.3550	compares	medium	The citing paper notes a difference in formulation and applicability, but does not assert the cited paper is wrong.
1706.02244	1012.0293	compares	medium	Same context as first item, describing a different approach without disputing the cited paper's claims.
1706.02244	1704.06117	compares	medium	Same context, highlighting a different regime and method, not a dispute.
1706.03693	1702.07231	uses	high	The citing paper notes that the CGC based model only describes mid-pseudorapidity, but does not dispute its claims; it uses it as a comparison point.
1706.03693	1702.07233	uses	high	Same context as above, the cited paper is used as an example of a model that only partially describes data, not as a target of dispute.
1707.00521	1408.5116	uses	high	The citing paper uses the cited paper's result as evidence that the EoS is too soft, not disputing it.
1707.00521	1704.05558	uses	high	The cited paper is cited as support for a bound that holds in certain models, not disputed.
1707.00521	0905.0900	contrasts	high	The citing paper explicitly contradicts the cited paper's conjecture about a universal speed of sound bound.
1707.00795	1703.08757	contrasts	high	The citing paper explicitly states that the cited viscosities are for a high momentum regime and need to be replaced by its new hydrodynamics at low momentum.
1707.00795	1605.06061	contrasts	high	The same dispute applies to this cited paper, as it is grouped with the previous one in the same critical summary.
1707.04966	1710.07579	background	low	Context mentions [TARGET] as one of several arguments about the merger remnant, but no explicit dispute with [TARGET]'s claims is stated.
1706.08670	1704.04838	contrasts	low	recheck response unparseable, original label kept
1706.08670	hep-ph/0507314	contrasts	low	recheck response unparseable, original label kept
1706.01300	1102.1283	contrasts	medium	The citing paper states its finding of no correlation contrasts with the positive correlation built into the cited Skyrme-based potentials.
1706.01300	0812.4499	contrasts	high	The citing paper explicitly says studies like the cited one lead to biased values due to unphysical correlations, a direct dispute.
1706.01300	1701.04502	contrasts	medium	The citing paper mentions controversial lower or opposite-sign values from the cited paper, implying a dispute over the extracted value.
1706.01300	0907.1165	contrasts	medium	Same as item 1, the citing paper contrasts its uncorrelated result with the correlation in the cited Skyrme-based potential.
1706.01300	1101.2384	contrasts	medium	Same as item 1, the citing paper contrasts its uncorrelated result with the correlation in the cited Skyrme-based potential.
1707.01527	nucl-th/0507033	uses	high	The citing paper notes a limitation in the cited paper's calculation but does not assert the cited paper's claims are wrong.
1707.01527	0911.3346	uses	high	The citing paper mentions the cited paper's approach as a reference for omitted terms, not as a dispute.
1706.02862	1512.01945	compares	medium	Notes a difference in model predictions without asserting the cited model is wrong.
1706.02862	1112.6405	uses	high	Cites the paper as a source of known fluctuations that are not included in the current work.
1706.02862	1612.07856	uses	high	Cites the paper as support for the estimate that fluctuations are not significant.
1706.02862	1511.07198	uses	high	Cites the paper as support for the estimate that fluctuations are not significant.
1706.01465	1410.0646	compares	high	The citing paper notes differences in fit strategy but does not assert the cited paper's claims are wrong.
1706.01465	1506.04142	uses	medium	The citing paper discusses corrections from the cited paper but does not dispute its conclusions, only notes a difference in treatment.
1706.01465	1704.08988	compares	high	The citing paper notes differences in fit strategy but does not assert the cited paper's claims are wrong.
1706.01465	1507.07552	uses	medium	The citing paper references the cited paper's corrections but does not dispute its conclusions, only notes a difference in treatment.
1706.01465	1510.06039	uses	medium	The citing paper references the cited paper's corrections but does not dispute its conclusions, only notes a difference in treatment.
1707.07026	1609.01087	uses	high	The citing paper references [TARGET] as evidence that mode sampling produces problematic fluctuations, but does not dispute [TARGET]'s own claims.
1707.06410	1305.3242	uses	high	The citing paper cites [TARGET] as evidence for conventional symmetry energy values, not as a dispute.
1707.06410	1305.3510	uses	high	The citing paper cites [TARGET] as evidence for conventional symmetry energy values, not as a dispute.
1707.02644	1102.3367	background	low	Context mentions a scenario not found in the cited paper, but no explicit dispute of the cited paper's claims.
1707.02644	1311.5154	uses	high	The citing paper uses the cited paper's finding about perturbative corrections to support its own caution about the simple quark matter EoS.
1707.02644	1108.0559	background	low	Same context as first item, no explicit dispute with the cited paper's own claims.
